UNITID,MajorFieldsID,MajorFieldsDesc,GrandTotal,TotalMen,TotalWomen,AmericanIndianAlaskaNativeTotal,AmericanIndianAlaskaNativeMen,AmericanIndianAlaskaNativeWomen,AsianTotal,AsianMen,AsianWomen,AfricanAmericanTotal,AfricanAmericanMen,AfricanAmericanWomen,HispanicTotal,HispanicMen,HispanicWomen,PacificIslanderTotal,PacificIslanderMen,PacificIslanderWomen,WhiteTotal,WhiteMen,WhiteWomen,TwoOrMoreRacesTotal,TwoOrMoreRacesMen,TwoOrMoreRacesWomen,RaceUnknownTotal,RaceUnknownMen,RaceUnknownWomen,NonresidentAlienTotal,NonresidentAlienMen,NonresidentAlienWomen
204680,40,Physical Sciences,10,6,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0
204680,52,Business Management and Administrative Services,59,40,19,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,51,33,18,1,1,0,2,1,1,0,0,0
204699,13,Education,152,31,121,1,0,1,3,1,2,3,0,3,5,1,4,0,0,0,127,26,101,5,1,4,8,2,6,0,0,0
204699,14,Engineering,34,29,5,0,0,0,2,1,1,0,0,0,2,2,0,0,0,0,25,21,4,1,1,0,1,1,0,3,3,0
204699,26,Biological Sciences/LifeSciences,52,21,31,0,0,0,5,2,3,5,3,2,1,0,1,0,0,0,33,14,19,2,1,1,6,1,5,0,0,0
204699,27,Mathematics,5,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0
204699,40,Physical Sciences,12,8,4,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,8,4,4,0,0,0,1,1,0,0,0,0
204699,52,Business Management and Administrative Services,72,43,29,0,0,0,1,1,0,0,0,0,3,2,1,0,0,0,62,35,27,5,4,1,1,1,0,0,0,0
204705,13,Education,256,60,196,0,0,0,4,1,3,10,1,9,6,2,4,0,0,0,217,53,164,11,2,9,8,1,7,0,0,0
204705,14,Engineering,36,30,6,0,0,0,2,2,0,3,2,1,2,2,0,0,0,0,26,21,5,0,0,0,3,3,0,0,0,0
204705,26,Biological Sciences/LifeSciences,153,53,100,0,0,0,12,3,9,40,17,23,5,4,1,1,0,1,81,25,56,8,3,5,5,1,4,1,0,1
204705,27,Mathematics,8,5,3,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4,3,1,0,0,0,2,1,1,0,0,0
204705,40,Physical Sciences,31,18,13,0,0,0,0,0,0,4,2,2,1,0,1,0,0,0,25,16,9,1,0,1,0,0,0,0,0,0
204705,52,Business Management and Administrative Services,118,71,47,0,0,0,5,1,4,6,3,3,2,1,1,0,0,0,100,64,36,2,1,1,3,1,2,0,0,0
204796,13,Education,1767,572,1195,4,1,3,32,7,25,97,34,63,62,22,40,2,0,2,1432,462,970,48,18,30,62,21,41,28,7,21
204796,14,Engineering,8216,6388,1828,4,3,1,661,477,184,214,139,75,294,228,66,5,4,1,5703,4473,1230,204,162,42,357,278,79,774,624,150
204796,26,Biological Sciences/LifeSciences,4467,1859,2608,5,4,1,590,264,326,283,111,172,214,100,114,4,1,3,2917,1205,1712,165,58,107,160,65,95,129,51,78
204796,27,Mathematics,1036,662,374,1,0,1,55,34,21,32,18,14,16,8,8,0,0,0,433,304,129,13,7,6,30,22,8,456,269,187
204796,40,Physical Sciences,906,607,299,2,1,1,58,39,19,25,13,12,32,22,10,0,0,0,598,402,196,34,19,15,36,24,12,121,87,34
204796,52,Business Management and Administrative Services,7451,4337,3114,7,3,4,438,230,208,207,106,101,220,125,95,1,0,1,5107,3178,1929,148,84,64,270,170,100,1053,441,612
204802,13,Education,99,17,82,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,16,80,2,1,1,0,0,0,0,0,0
204802,14,Engineering,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
204802,26,Biological Sciences/LifeSciences,16,2,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,14,2,12,1,0,1,0,0,0,0,0,0
204802,40,Physical Sciences,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
204802,52,Business Management and Administrative Services,68,33,35,1,1,0,2,0,2,4,2,2,0,0,0,0,0,0,60,29,31,0,0,0,1,1,0,0,0,0
204820,13,Education,144,39,105,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,136,38,98,4,0,4,1,1,0,0,0,0
204820,14,Engineering,14,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,12,1,0,0,0,0,0,0,0,0,0
204820,26,Biological Sciences/LifeSciences,40,12,28,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,34,9,25,4,2,2,0,0,0,0,0,0
204820,40,Physical Sciences,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,0,0,0,0,0,0,0,0,0
204820,52,Business Management and Administrative Services,241,137,104,1,0,1,2,1,1,11,6,5,4,0,4,0,0,0,202,117,85,12,6,6,8,6,2,1,1,0
204839,13,Education,143,32,111,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,134,29,105,5,1,4,2,2,0,0,0,0
204839,14,Engineering,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
204839,26,Biological Sciences/LifeSciences,12,6,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,8,4,4,0,0,0,2,1,1,0,0,0
204839,27,Mathematics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
204839,40,Physical Sciences,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0,0,0,0
204839,52,Business Management and Administrative Services,156,81,75,0,0,0,2,1,1,6,3,3,0,0,0,1,0,1,132,68,64,6,3,3,6,4,2,3,2,1
204848,13,Education,215,54,161,1,1,0,0,0,0,2,0,2,1,0,1,0,0,0,200,50,150,9,3,6,1,0,1,1,0,1
204848,14,Engineering,31,29,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28,27,1,2,1,1,0,0,0,0,0,0
204848,26,Biological Sciences/LifeSciences,57,17,40,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,53,15,38,2,2,0,0,0,0,0,0,0
204848,27,Mathematics,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
204848,40,Physical Sciences,9,7,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,6,4,2,0,0,0,1,1,0,0,0,0
204848,52,Business Management and Administrative Services,224,130,94,0,0,0,1,0,1,5,5,0,7,2,5,0,0,0,195,114,81,10,7,3,4,1,3,2,1,1
204857,13,Education,1105,253,852,0,0,0,5,0,5,31,7,24,29,9,20,0,0,0,982,228,754,43,6,37,7,1,6,8,2,6
204857,14,Engineering,1369,1130,239,3,3,0,16,12,4,71,51,20,35,27,8,0,0,0,1103,918,185,38,27,11,13,11,2,90,81,9
204857,26,Biological Sciences/LifeSciences,1252,499,753,3,0,3,11,5,6,82,32,50,37,20,17,1,0,1,1024,400,624,70,29,41,10,5,5,14,8,6
204857,27,Mathematics,52,32,20,0,0,0,0,0,0,4,1,3,5,3,2,0,0,0,35,25,10,0,0,0,0,0,0,8,3,5
204857,40,Physical Sciences,471,231,240,2,0,2,7,3,4,25,13,12,16,7,9,0,0,0,385,192,193,18,6,12,6,4,2,12,6,6
204857,52,Business Management and Administrative Services,2479,1617,862,3,0,3,25,14,11,74,46,28,55,24,31,1,1,0,2124,1406,718,75,50,25,21,13,8,101,63,38
204866,13,Education,116,21,95,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,110,19,91,3,0,3,1,1,0,0,0,0
204866,14,Engineering,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
204866,26,Biological Sciences/LifeSciences,32,12,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,10,18,3,1,2,0,0,0,0,0,0
204866,27,Mathematics,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
204866,40,Physical Sciences,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0
204866,52,Business Management and Administrative Services,78,31,47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,75,30,45,1,0,1,1,1,0,0,0,0
204936,13,Education,209,56,153,2,0,2,2,0,2,15,2,13,1,0,1,0,0,0,164,46,118,10,4,6,15,4,11,0,0,0
204936,14,Engineering,53,42,11,0,0,0,0,0,0,6,4,2,2,2,0,0,0,0,37,29,8,3,3,0,5,4,1,0,0,0
204936,26,Biological Sciences/LifeSciences,129,43,86,0,0,0,9,0,9,9,4,5,4,2,2,1,0,1,89,29,60,11,6,5,6,2,4,0,0,0
204936,27,Mathematics,31,18,13,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,27,16,11,0,0,0,1,1,0,0,0,0
204936,40,Physical Sciences,34,24,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,25,17,8,4,2,2,4,4,0,0,0,0
204936,52,Business Management and Administrative Services,305,189,116,0,0,0,4,2,2,13,8,5,7,3,4,0,0,0,238,157,81,10,4,6,23,13,10,10,2,8
205203,13,Education,288,83,205,0,0,0,0,0,0,6,1,5,2,1,1,1,1,0,240,66,174,0,0,0,38,13,25,1,1,0
205203,26,Biological Sciences/LifeSciences,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,11,0,0,0,4,2,2,0,0,0
205203,27,Mathematics,6,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0
205203,40,Physical Sciences,43,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,24,0,0,0,9,3,6,2,2,0
205203,52,Business Management and Administrative Services,212,116,96,2,1,1,1,0,1,13,9,4,6,6,0,0,0,0,143,66,77,0,0,0,32,19,13,15,15,0
205443,13,Education,193,32,161,1,0,1,0,0,0,5,1,4,2,0,2,0,0,0,175,27,148,1,1,0,4,1,3,5,2,3
205443,26,Biological Sciences/LifeSciences,396,139,257,3,2,1,0,0,0,19,10,9,1,1,0,0,0,0,354,118,236,10,5,5,7,1,6,2,2,0
205443,27,Mathematics,39,19,20,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37,18,19,0,0,0,1,0,1,0,0,0
205443,40,Physical Sciences,25,11,14,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,8,13,0,0,0,2,2,0,1,1,0
205443,52,Business Management and Administrative Services,271,165,106,1,1,0,0,0,0,18,16,2,3,2,1,0,0,0,227,131,96,11,8,3,8,5,3,3,2,1
205610,13,Education,23,2,21,0,0,0,0,0,0,15,2,13,1,0,1,0,0,0,6,0,6,0,0,0,1,0,1,0,0,0
205610,52,Business Management and Administrative Services,53,26,27,1,0,1,0,0,0,32,16,16,1,0,1,0,0,0,18,9,9,0,0,0,1,1,0,0,0,0
205647,52,Business Management and Administrative Services,12,6,6,1,1,0,1,0,1,5,2,3,0,0,0,0,0,0,4,2,2,0,0,0,1,1,0,0,0,0
205957,13,Education,216,31,185,0,0,0,4,1,3,1,0,1,15,3,12,0,0,0,190,26,164,5,1,4,0,0,0,1,0,1
205957,14,Engineering,42,31,11,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,35,27,8,3,2,1,1,0,1,0,0,0
205957,26,Biological Sciences/LifeSciences,126,51,75,0,0,0,2,0,2,1,0,1,17,5,12,0,0,0,98,41,57,5,2,3,3,3,0,0,0,0
205957,27,Mathematics,45,25,20,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0,41,23,18,0,0,0,0,0,0,0,0,0
205957,40,Physical Sciences,25,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,8,2,1,1,0,0,0,0,0,0
205957,52,Business Management and Administrative Services,270,173,97,1,1,0,6,3,3,3,3,0,26,16,10,0,0,0,217,138,79,6,4,2,5,3,2,6,5,1
206048,13,Education,44,22,22,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,27,12,15,1,0,1,10,6,4,1,0,1
206048,52,Business Management and Administrative Services,662,364,298,1,0,1,3,0,3,77,37,40,21,5,16,0,0,0,267,121,146,15,10,5,162,91,71,116,100,16
206084,13,Education,716,145,571,1,0,1,1,0,1,50,7,43,34,6,28,0,0,0,594,125,469,16,3,13,16,2,14,4,2,2
206084,14,Engineering,2741,2262,479,4,3,1,86,52,34,71,57,14,106,86,20,3,3,0,2062,1708,354,55,41,14,82,63,19,272,249,23
206084,26,Biological Sciences/LifeSciences,692,246,446,2,0,2,43,17,26,80,24,56,33,4,29,2,2,0,449,165,284,31,15,16,22,9,13,30,10,20
206084,27,Mathematics,58,33,25,0,0,0,4,3,1,4,1,3,3,2,1,0,0,0,41,23,18,2,2,0,2,2,0,2,0,2
206084,40,Physical Sciences,167,106,61,0,0,0,6,3,3,7,2,5,13,7,6,0,0,0,118,78,40,5,3,2,3,2,1,15,11,4
206084,52,Business Management and Administrative Services,2629,1614,1015,4,2,2,36,14,22,328,185,143,128,72,56,1,0,1,1738,1087,651,51,35,16,67,44,23,276,175,101
206279,13,Education,13,4,9,0,0,0,0,0,0,9,3,6,1,0,1,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0
206279,52,Business Management and Administrative Services,52,9,43,0,0,0,1,0,1,24,4,20,4,1,3,0,0,0,12,0,12,3,1,2,8,3,5,0,0,0
206330,13,Education,104,26,78,0,0,0,1,1,0,5,2,3,1,0,1,1,1,0,79,18,61,1,1,0,15,3,12,1,0,1
206330,27,Mathematics,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
206330,52,Business Management and Administrative Services,256,217,39,3,3,0,1,1,0,89,87,2,3,2,1,0,0,0,109,92,17,13,9,4,31,19,12,7,4,3
206349,13,Education,17,0,17,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,1,0,1
206349,26,Biological Sciences/LifeSciences,48,1,47,0,0,0,1,0,1,10,0,10,5,0,5,0,0,0,28,1,27,4,0,4,0,0,0,0,0,0
206349,27,Mathematics,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
206349,40,Physical Sciences,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0
206349,52,Business Management and Administrative Services,74,10,64,0,0,0,0,0,0,22,3,19,3,0,3,0,0,0,40,6,34,0,0,0,3,1,2,6,0,6
206437,13,Education,217,63,154,0,0,0,0,0,0,15,8,7,2,1,1,0,0,0,177,47,130,4,2,2,19,5,14,0,0,0
206437,26,Biological Sciences/LifeSciences,232,82,150,0,0,0,2,0,2,12,7,5,2,0,2,0,0,0,182,58,124,5,2,3,15,4,11,14,11,3
206437,27,Mathematics,13,4,9,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,5,2,3,1,1,0,5,0,5,0,0,0
206437,40,Physical Sciences,26,13,13,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,21,13,8,1,0,1,2,0,2,0,0,0
206437,52,Business Management and Administrative Services,564,312,252,4,0,4,3,2,1,43,30,13,13,6,7,2,1,1,309,215,94,100,8,92,63,32,31,27,18,9
206491,14,Engineering,43,40,3,0,0,0,0,0,0,42,40,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
206491,26,Biological Sciences/LifeSciences,57,11,46,0,0,0,0,0,0,54,10,44,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0
206491,52,Business Management and Administrative Services,105,61,44,2,2,0,0,0,0,98,57,41,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0
206507,13,Education,128,44,84,1,1,0,1,0,1,3,1,2,0,0,0,0,0,0,114,40,74,4,1,3,4,0,4,1,1,0
206507,26,Biological Sciences/LifeSciences,67,22,45,0,0,0,0,0,0,8,4,4,3,0,3,0,0,0,51,16,35,5,2,3,0,0,0,0,0,0
206507,27,Mathematics,6,5,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
206507,40,Physical Sciences,23,11,12,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,17,8,9,2,2,0,1,0,1,0,0,0
206507,52,Business Management and Administrative Services,159,91,68,0,0,0,0,0,0,26,17,9,7,4,3,0,0,0,110,59,51,7,5,2,5,2,3,4,4,0
206525,13,Education,99,14,85,0,0,0,1,1,0,7,3,4,1,0,1,0,0,0,86,9,77,1,0,1,3,1,2,0,0,0
206525,26,Biological Sciences/LifeSciences,152,46,106,0,0,0,5,0,5,9,3,6,4,0,4,0,0,0,120,39,81,11,3,8,3,1,2,0,0,0
206525,27,Mathematics,26,11,15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,11,10,1,0,1,0,0,0,3,0,3
206525,40,Physical Sciences,67,37,30,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,58,30,28,2,2,0,1,1,0,2,2,0
206525,52,Business Management and Administrative Services,223,142,81,0,0,0,1,1,0,17,16,1,8,1,7,0,0,0,179,115,64,9,6,3,1,0,1,8,3,5
206589,13,Education,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
206589,26,Biological Sciences/LifeSciences,179,73,106,1,0,1,7,2,5,13,6,7,10,6,4,1,0,1,131,52,79,0,0,0,5,3,2,11,4,7
206589,27,Mathematics,51,27,24,1,0,1,0,0,0,2,1,1,2,1,1,0,0,0,30,19,11,0,0,0,2,1,1,14,5,9
206589,40,Physical Sciences,103,58,45,0,0,0,9,4,5,2,1,1,1,1,0,0,0,0,76,43,33,0,0,0,4,2,2,11,7,4
206604,13,Education,882,237,645,1,1,0,8,4,4,66,13,53,22,4,18,2,0,2,695,175,520,26,9,17,1,1,0,61,30,31
206604,14,Engineering,1842,1509,333,0,0,0,78,57,21,121,88,33,67,49,18,1,1,0,1251,1032,219,57,47,10,9,8,1,258,227,31
206604,26,Biological Sciences/LifeSciences,656,218,438,2,1,1,41,15,26,84,16,68,24,7,17,0,0,0,466,165,301,26,8,18,4,3,1,9,3,6
206604,27,Mathematics,95,53,42,0,0,0,1,1,0,10,8,2,3,2,1,0,0,0,78,41,37,3,1,2,0,0,0,0,0,0
206604,40,Physical Sciences,280,161,119,1,1,0,7,4,3,19,6,13,8,6,2,0,0,0,233,136,97,10,6,4,0,0,0,2,2,0
206604,52,Business Management and Administrative Services,2134,1258,876,3,2,1,69,35,34,253,122,131,66,39,27,1,1,0,1556,930,626,70,40,30,2,1,1,114,88,26
206613,13,Education,133,23,110,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,129,23,106,0,0,0,0,0,0,1,0,1
206613,14,Engineering,170,156,14,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,160,146,14,1,1,0,1,1,0,4,4,0
206613,26,Biological Sciences/LifeSciences,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,1,0,1,0,0,0,0,0,0
206613,27,Mathematics,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
206613,40,Physical Sciences,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,10,0,0,0,0,0,0,0,0,0
206613,52,Business Management and Administrative Services,336,174,162,0,0,0,1,1,0,11,10,1,6,5,1,0,0,0,308,150,158,6,4,2,0,0,0,4,4,0
206622,13,Education,201,24,177,0,0,0,4,0,4,9,2,7,8,1,7,0,0,0,158,18,140,11,2,9,11,1,10,0,0,0
206622,14,Engineering,25,22,3,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,20,17,3,0,0,0,1,1,0,0,0,0
206622,26,Biological Sciences/LifeSciences,311,130,181,2,1,1,16,7,9,37,13,24,12,6,6,1,0,1,207,88,119,14,5,9,13,7,6,9,3,6
206622,27,Mathematics,38,25,13,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,30,18,12,2,2,0,1,1,0,2,2,0
206622,40,Physical Sciences,97,44,53,1,1,0,4,1,3,7,3,4,8,4,4,0,0,0,63,31,32,5,2,3,7,1,6,2,1,1
206622,52,Business Management and Administrative Services,1267,867,400,2,2,0,22,11,11,93,53,40,54,35,19,2,1,1,952,664,288,36,23,13,66,45,21,40,33,7
206695,13,Education,1136,317,819,0,0,0,6,1,5,49,9,40,46,9,37,0,0,0,972,282,690,25,6,19,37,10,27,1,0,1
206695,14,Engineering,1125,931,194,2,2,0,9,8,1,54,40,14,42,34,8,0,0,0,852,701,151,33,28,5,31,23,8,102,95,7
206695,26,Biological Sciences/LifeSciences,488,176,312,2,1,1,21,9,12,40,6,34,21,7,14,0,0,0,350,138,212,24,6,18,26,8,18,4,1,3
206695,27,Mathematics,58,38,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,54,35,19,1,1,0,1,1,0,1,0,1
206695,40,Physical Sciences,256,128,128,1,0,1,29,13,16,5,4,1,7,3,4,0,0,0,181,97,84,7,0,7,26,11,15,0,0,0
206695,52,Business Management and Administrative Services,1383,794,589,2,1,1,7,0,7,115,68,47,45,22,23,0,0,0,1108,644,464,38,18,20,41,23,18,27,18,9
206817,13,Education,108,63,45,28,14,14,5,3,2,28,16,12,7,4,3,0,0,0,15,9,6,7,5,2,18,12,6,0,0,0
206817,52,Business Management and Administrative Services,150,120,30,27,14,13,9,6,3,45,38,7,16,14,2,0,0,0,20,18,2,7,7,0,21,18,3,5,5,0
206835,13,Education,120,51,69,7,0,7,12,12,0,7,0,7,4,1,3,32,31,1,45,0,45,0,0,0,3,0,3,10,7,3
206835,26,Biological Sciences/LifeSciences,41,11,30,4,2,2,0,0,0,4,0,4,2,1,1,0,0,0,31,8,23,0,0,0,0,0,0,0,0,0
206835,40,Physical Sciences,6,4,2,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
206835,52,Business Management and Administrative Services,324,176,148,32,15,17,2,2,0,31,17,14,23,12,11,1,0,1,180,120,60,27,0,27,28,10,18,0,0,0
206862,13,Education,140,43,97,2,0,2,1,0,1,4,3,1,12,5,7,2,1,1,103,28,75,11,5,6,4,1,3,1,0,1
206862,26,Biological Sciences/LifeSciences,86,36,50,1,1,0,4,1,3,3,1,2,11,5,6,0,0,0,60,25,35,4,2,2,2,1,1,1,0,1
206862,27,Mathematics,8,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0
206862,40,Physical Sciences,16,14,2,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,9,9,0,1,0,1,2,1,1,0,0,0
206862,52,Business Management and Administrative Services,364,221,143,22,16,6,5,2,3,42,24,18,21,12,9,1,1,0,223,137,86,14,9,5,20,9,11,16,11,5
206914,13,Education,363,80,283,25,3,22,0,0,0,24,3,21,35,7,28,1,0,1,237,56,181,36,9,27,5,2,3,0,0,0
206914,14,Engineering,70,61,9,3,3,0,0,0,0,5,5,0,9,8,1,0,0,0,36,31,5,5,3,2,7,6,1,5,5,0
206914,26,Biological Sciences/LifeSciences,239,80,159,6,3,3,8,1,7,22,5,17,28,14,14,1,1,0,116,39,77,29,7,22,9,4,5,20,6,14
206914,27,Mathematics,24,16,8,1,1,0,3,2,1,4,2,2,3,2,1,0,0,0,9,7,2,1,0,1,1,1,0,2,1,1
206914,40,Physical Sciences,88,42,46,3,0,3,3,0,3,5,1,4,10,7,3,0,0,0,42,22,20,7,3,4,3,1,2,15,8,7
206914,52,Business Management and Administrative Services,569,238,331,36,13,23,8,4,4,72,31,41,87,36,51,5,2,3,270,118,152,36,13,23,13,7,6,42,14,28
206941,13,Education,1356,347,1009,60,21,39,16,4,12,72,29,43,136,36,100,2,2,0,895,220,675,143,28,115,5,1,4,27,6,21
206941,14,Engineering,556,446,110,11,8,3,29,21,8,22,18,4,35,27,8,2,2,0,250,206,44,42,32,10,9,8,1,156,124,32
206941,26,Biological Sciences/LifeSciences,750,256,494,20,11,9,66,28,38,61,18,43,76,18,58,3,1,2,397,135,262,84,28,56,7,3,4,36,14,22
206941,27,Mathematics,77,42,35,2,2,0,6,3,3,1,0,1,5,2,3,1,1,0,38,19,19,5,3,2,2,0,2,17,12,5
206941,40,Physical Sciences,237,90,147,12,4,8,24,11,13,10,2,8,31,11,20,1,1,0,111,41,70,30,12,18,1,1,0,17,7,10
206941,52,Business Management and Administrative Services,2683,1449,1234,102,57,45,126,68,58,213,100,113,249,140,109,6,3,3,1461,769,692,169,99,70,49,22,27,308,191,117
207041,13,Education,226,33,193,34,3,31,0,0,0,5,2,3,7,2,5,0,0,0,148,21,127,19,3,16,10,1,9,3,1,2
207041,26,Biological Sciences/LifeSciences,363,121,242,54,20,34,4,1,3,8,4,4,16,6,10,1,1,0,195,64,131,37,10,27,13,4,9,35,11,24
207041,27,Mathematics,35,24,11,3,1,2,0,0,0,1,1,0,4,1,3,0,0,0,21,17,4,4,3,1,0,0,0,2,1,1
207041,40,Physical Sciences,122,87,35,14,10,4,0,0,0,1,1,0,5,5,0,0,0,0,67,41,26,12,12,0,6,6,0,17,12,5
207041,52,Business Management and Administrative Services,477,247,230,60,35,25,4,2,2,12,9,3,33,16,17,1,0,1,239,119,120,34,16,18,10,7,3,84,43,41
207157,13,Education,23,10,13,4,3,1,0,0,0,1,1,0,2,2,0,0,0,0,16,4,12,0,0,0,0,0,0,0,0,0
207157,52,Business Management and Administrative Services,83,58,25,7,5,2,1,1,0,17,12,5,17,10,7,0,0,0,35,26,9,1,1,0,1,0,1,4,3,1
207209,13,Education,423,205,218,2,1,1,1,0,1,306,153,153,10,6,4,0,0,0,11,4,7,31,11,20,49,26,23,13,4,9
207209,26,Biological Sciences/LifeSciences,131,28,103,0,0,0,0,0,0,105,27,78,3,0,3,0,0,0,3,0,3,11,1,10,8,0,8,1,0,1
207209,27,Mathematics,15,7,8,0,0,0,0,0,0,11,3,8,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,0
207209,52,Business Management and Administrative Services,269,137,132,0,0,0,0,0,0,199,98,101,3,2,1,0,0,0,12,7,5,20,10,10,28,16,12,7,4,3
207263,13,Education,969,235,734,137,46,91,11,4,7,20,8,12,54,12,42,0,0,0,536,119,417,197,44,153,11,2,9,3,0,3
207263,14,Engineering,7,7,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
207263,26,Biological Sciences/LifeSciences,440,174,266,73,24,49,22,9,13,9,1,8,42,14,28,0,0,0,212,91,121,77,34,43,3,1,2,2,0,2
207263,27,Mathematics,29,17,12,7,5,2,0,0,0,1,1,0,3,1,2,0,0,0,11,7,4,4,1,3,1,1,0,2,1,1
207263,40,Physical Sciences,69,34,35,9,5,4,2,2,0,5,3,2,6,3,3,0,0,0,30,11,19,17,10,7,0,0,0,0,0,0
207263,52,Business Management and Administrative Services,1120,524,596,185,77,108,49,16,33,37,21,16,64,34,30,0,0,0,555,261,294,171,71,100,7,4,3,52,40,12
207306,13,Education,237,62,175,18,4,14,0,0,0,11,8,3,18,5,13,1,1,0,175,39,136,0,0,0,13,4,9,1,1,0
207306,26,Biological Sciences/LifeSciences,122,37,85,8,1,7,3,0,3,5,3,2,10,3,7,0,0,0,61,16,45,3,0,3,7,2,5,25,12,13
